"Date","ADC","AFL","ARKR","AZPN","CLFD","DTE","ENDP","FLWS","FR","GMXR","GPC","HE","ISSC","ISSI","KSS","MTSC","NWN","ODFL","PARL","RELV","SIGM","STT","TRIB","UTR"
2004-03-16,31.48,39.6,15,8,2.3,41.73,20.17,9.81,38.25,4.42,33.34,51.71,13.35,14.5,49.78,26.05,31.7,31.32,10.43,7.75,7.6,52.01,3.87,41.21
2004-03-17,32.05,39.94,14.43,8.18,2.37,41.94,20.79,9.72,38.75,4.37,33.75,52.07,13.45,14.81,50.38,26.43,32.4,33.2,10.35,7.49,7.41,53.46,3.92,42.51
2004-03-18,32.4,40.24,14.96,8.36,2.3,41.15,20.39,9.6,38.85,4.39,33.3,51.72,13.5,14.49,50.03,26.46,31.88,32.9,10.25,7.08,7.82,53.38,3.91,42.67
2004-03-19,32.73,39.87,14.95,8.23,2.35,40.89,20.4,9.75,38.87,4.84,33.16,51.85,13.35,14.19,48.7,26.51,31.65,32.6,10.13,7.71,7.52,52.28,3.9,41.42
2004-03-22,33.1,39.73,14.9,7.83,2.29,40.48,20.16,9.46,38.49,5.17,32.95,51.3,13.4,13.81,47.71,25.24,31.12,31.55,9.4,7.5,7.27,51.72,3.74,40.68
2004-03-23,32.75,39.97,14.7,7.91,2.4,40.41,20.13,9.13,39.15,5.27,32.8,51.22,13.43,13.92,48.39,25.55,31.2,31.5,8.87,7.7,7.11,51.56,3.62,40.24
2004-03-24,32.69,39.8,14.54,8,2.2,40.35,22.68,9.15,38.9,5.6,32.75,50.85,13.32,14.26,48.88,25.03,31.15,31.98,8.85,7.89,7.15,51.51,3.62,39.5
2004-03-25,32.6,40,14.61,8.22,2.3,40.37,22.91,9.15,39.62,5.61,32.9,51.31,12.91,15.01,49.38,25.84,31.29,33.42,9.57,8.02,7.3,52.11,3.82,40.94
2004-03-26,32.3,39.6,14.61,8.1,2.3,40.6,22.67,9.66,39.2,5.28,32.69,51.26,12.86,16.33,48.45,26.83,31.23,32.81,9.34,8.31,7.22,52.38,3.7,41.39
2004-03-29,31.74,40.01,14.99,8.2,2.41,40.88,23.18,9.71,38.88,5.2,32.8,51.76,12.99,17.05,49.17,27.29,31.58,34.68,8.9,9.2,7.26,53.06,3.76,41.81
2004-03-30,31.35,40.33,15.7,8.28,2.4,41.2,23.26,9.49,39.27,5.15,32.98,51.77,13.43,16.85,48.7,27.43,31.25,34.02,9.13,9.55,7.3,52.4,3.8,42.15
2004-03-31,32.21,40.14,17.7,8.17,2.49,41.15,24.42,9.55,39.5,5.77,32.72,51.84,13.82,17.74,48.33,27.77,31.25,33.8,9.03,9.6,7.17,52.13,3.8,42.9
2004-04-01,32.55,40.89,17.5,8.05,2.41,41.5,26.3,10.21,39.5,5.53,32.72,52.26,14.76,17.41,47.29,27.84,31.57,35.37,10.36,9.21,7.28,52.28,3.71,42.65
2004-04-02,32.22,41.44,17.9,8.17,2.46,41.32,26.65,10.5,39.08,5.33,32.86,52,15.05,18.14,46.97,28.93,31.51,36.57,10.55,9.34,7.24,52.56,3.74,43.03
2004-04-05,30.52,42.01,17.6,9.23,3.34,41.44,26.62,10.91,38.29,5.59,33.4,51.98,15.92,19.18,46.9,28.63,31.37,36,11.37,10.83,7.34,53.62,3.7,44.1
2004-04-06,28.59,41.67,17.98,9.09,3.47,41.52,26.3,11.05,37.35,5.65,33.34,51.95,15.39,18.44,47.11,28.61,31.21,34.96,11.71,9.25,7.11,53.43,3.71,43.31
2004-04-07,28.88,41.71,18.2,9.23,3.45,40.95,25.97,11,38.48,5.8,33.06,51.7,15.65,18.57,46.85,28.69,31.25,34.68,11.41,9.96,7.17,53.02,3.69,43.3
2004-04-08,27.8,42.07,18.1,9.01,3.25,40.7,25.38,10.88,37.56,5.85,33.18,51.45,15.22,18.62,44.33,28.72,31,34.71,10.88,10.5,7.22,53.26,3.62,43.12
2004-04-12,25.83,42.14,18,9.13,3.75,39.96,25.05,10.93,34.88,6.11,33.5,50.14,15.49,19,43.98,28.83,30.78,34.46,9.88,10.5,7.31,54.35,3.55,43.25
2004-04-13,25.45,41.74,17.49,8.61,3.53,39.25,23.87,10.9,35.02,5.66,33.47,49.35,15.28,18.48,43.58,28.14,30.15,34.43,10.1,10.5,7.24,52.14,3.5,42.75
2004-04-14,25.2,41.58,17.49,8.55,3.26,39.05,24.61,10.93,34.65,6.05,33.34,48.89,15.46,17.84,43.88,28.01,29.73,34.95,10.1,10.38,7.14,49.91,3.43,41.95
2004-04-15,25.45,41.37,17.86,8.59,3.12,38.87,24.84,10.7,35.68,5.6,34.99,48.86,15.96,17.28,43.97,27.88,29.7,34.5,9.85,10.85,7.01,49.35,3.36,41.78
2004-04-16,25.83,41.94,17.7,8.2,2.87,39.39,24.61,10.46,36.27,5.84,35.98,49.28,16.12,16.4,43,27.59,30.07,35.57,10.2,10.34,6.95,49.76,3.29,42.53
2004-04-19,25.86,41.7,17.7,8.62,2.87,39.25,24.11,10.25,36.2,6.8,36.58,48.95,16.09,16.67,42.48,27.89,29.97,34.99,10.16,10.67,7.07,49.05,3.5,42.65
2004-04-20,25.54,41.37,17.01,8.36,2.84,39.1,23.7,10.44,34.2,7.07,36.38,49.1,15.68,15.87,41.6,27.39,29.57,36.1,9.77,10.29,7.26,48.37,3.39,41.81
2004-04-21,25.73,41.47,17.5,8.18,2.75,38.77,25.12,10.99,34.59,6.85,36.6,49.01,16.43,16.27,41.27,25.93,29.83,36.85,10.1,10.35,6.95,47.99,3.41,42.26
2004-04-22,25.67,41.81,17.3,8.5,2.94,39.16,26.38,10.35,35.3,7.05,36.97,50.2,16.49,15.69,41.3,26.14,30.26,37.79,10.08,10.03,7.03,49.1,3.47,43.24
2004-04-23,24.81,41.68,17.26,8.23,3.03,39.18,26.36,10.7,34.79,7.4,36.72,50.37,16.56,17.06,43.03,25.89,30.3,37.93,10.58,9.4,6.99,50.19,3.53,42.55
2004-04-26,24.4,41.3,17.49,7.96,3.13,39.43,26.42,10.9,35.03,7.58,36.68,50.82,16.55,16.14,41.7,25.64,30.7,37.8,10.44,8.84,6.82,49.65,3.42,40.46
2004-04-27,24.49,41.15,17.74,8.02,3.06,39.25,26.1,10.4,35.15,7.95,36.69,50.8,16.86,15.95,41.67,24.85,30.78,38.35,10.08,9.03,6.89,49.98,3.45,40.6
2004-04-28,24.37,41.91,17.71,7.56,2.71,39.18,25.4,10.1,34.41,8.07,36.27,50.76,16.86,14.97,42.95,24.53,29.85,37.28,9.8,9.74,6.65,49.02,3.27,39.45
2004-04-29,24.32,41.89,17.75,7.03,2.86,38.82,25.01,10.22,33.96,7.12,35.91,50.01,17,14,42.59,23.9,29.64,36.61,9.56,9.77,6.2,48.89,3.14,39.8
2004-04-30,24.5,42.23,17.84,6.44,2.68,39.02,23.87,9.98,33.65,6.56,35.8,49.76,17.27,13.73,41.79,23.55,29.4,37.25,7.8,9.5,5.78,48.8,3.02,39.65
2004-05-03,24.14,41.85,17.62,6.1,2.64,39.31,24.74,10.2,34.52,6.82,36.12,50.1,18.46,14.65,41.08,23.82,29.74,37.75,8.98,9.96,5.61,48.61,3.02,39.45
2004-05-04,24.97,41.49,17.65,6.22,2.71,39.3,24.68,9.96,35.14,6.49,36.11,50.16,18.89,15.33,41.08,24.01,29.48,38.04,9.39,9.55,5.95,49.15,2.99,38.78
2004-05-05,25.34,41.6,17.95,6.39,2.8,39.53,25.06,10.05,34.55,6.37,36.04,50.36,18.88,15.59,40.96,24.07,29.22,37.01,9.23,10,5.8,50.17,3.05,39.15
2004-05-06,24.5,41.21,18.2,6.17,2.71,39.71,24.88,10.01,34.72,7.17,36.16,49.31,18.33,15.1,41.54,23.48,29.02,36.66,9.29,9.9,5.65,49.62,3.06,39.19
2004-05-07,23.85,40.3,18.58,6.1,2.64,39.05,23.75,9.69,33.15,6.97,35.62,47.79,17.3,15.14,41.68,23.2,28.51,35.6,9.38,9.96,5.69,47.6,2.97,38.02
2004-05-10,23.25,39.72,18.3,6,2.72,38.19,22.78,9.29,32.69,6.66,35.71,46.52,16.97,14.64,42.18,22.64,28.15,35.29,8.52,9.71,5.37,46.78,2.87,37.13
2004-05-11,23.72,39.49,18.49,5.94,2.65,38.25,23.02,9.5,32.95,6.4,35.97,46.62,17.77,15.45,42.52,23.2,28.17,36.46,8.97,10.05,5,46.52,2.78,38.78
2004-05-12,22.78,39.73,18.9,5.74,2.64,38.33,23.05,9.41,33.02,6.78,36.12,46.51,18.27,15.43,42.5,22.56,28.11,36.33,8.68,10.05,5.13,46.8,2.78,38.93
2004-05-13,22.8,39.77,20.26,5.69,2.71,38.59,22.65,9.46,33,6.43,35.96,46.44,18.27,15.01,42.63,22.63,28.53,37.38,8.41,10.11,4.98,46.83,2.8,38.6
2004-05-14,23.05,39.75,20.15,5.84,2.62,39,23.7,9.33,33.1,6.53,36.25,46.14,18.87,14.43,43.57,22.15,28.25,37.43,8.43,10.52,4.86,46.65,2.82,38.69
2004-05-17,23.13,39.15,20.56,5.6,2.51,38.55,23.9,9.28,33.04,6.5,35.92,46.31,18.41,13.92,44,21.47,27.92,37.25,8.05,10.56,4.92,46,2.78,38.61
2004-05-18,23.47,41.16,20.34,6.38,2.57,38.45,21.9,9.3,33.75,6.71,36.06,46.64,19.81,14.51,44.75,21.44,28.2,37.15,7.96,10.61,4.99,46.95,2.79,38.66
2004-05-19,24.1,40.3,21.55,6.35,2.51,38.5,21.23,9.37,32.85,6.57,36.45,46.52,17.62,14.62,44.16,21.52,28.15,36.92,8.45,10.84,5.39,47.26,2.85,38.95
2004-05-20,24.26,40.68,21.56,6.33,2.52,38.53,20.65,9.54,33.24,6.52,36.47,47.01,18.73,14.32,44.1,21.51,28.2,37.1,8.8,11.5,5.18,47.15,2.78,39.25
2004-05-21,24.43,40.64,21.56,6.21,2.5,38.55,20.9,9.45,33.39,6.63,36.57,46.98,18.25,14.25,44.79,21.79,28.24,24.47,8.52,10.85,5.53,47.81,2.9,39.12
2004-05-24,24.45,40.88,21.92,6.31,2.5,38.92,20.85,9.58,33.8,7.04,36.54,47.6,18.46,14.79,45.95,22.1,28.54,25.77,8.89,10.32,5.9,47.67,2.95,39.15
2004-05-25,24.4,41.09,21.93,6.34,2.54,39.38,21.39,9.45,34.45,6.84,37.03,48.17,18.89,15.08,47.03,22.74,28.99,28.83,8.8,10.19,6.24,48.63,2.99,39.5
2004-05-26,24.39,41.24,21.97,6.39,2.51,39.48,22.3,9.49,35.27,7.2,37.44,48.3,19.4,15.08,46.56,23.04,29.1,28.92,8.55,10.43,6.38,48.7,2.99,40.5
2004-05-27,23.87,40.58,21.65,6.59,2.55,40,22.31,9.81,35.2,7.26,37.41,48.6,18.99,15.73,47.77,23.01,29.15,29,8.84,10.49,6.49,48.42,2.99,41.09
2004-05-28,24.3,40.6,22.1,6.3,2.51,40.21,22.64,9.61,35.84,7.51,37.64,48.61,19.98,15.9,47.56,22.24,29.11,27.77,9.13,10.57,6.68,48.42,3,40.1
2004-06-01,24.2,40.7,21.7,6.13,2.57,39.97,22.68,10.18,35.63,7.95,37.91,48.7,19.99,15.78,47.57,22.28,29.36,27.29,9.24,10.65,7.1,48.41,2.97,40.98
2004-06-02,24.23,40.87,21.22,6.3,2.52,40.06,22.51,9.95,36.15,7.91,38.9,48.71,19.89,15.34,47.64,22.46,29.32,27.16,9.05,11.26,7.49,48.42,2.92,40.91
2004-06-03,24.3,40.75,22,6.14,2.5,39.69,21.96,9.84,35.85,7.8,39.25,48.48,19.25,14.28,47.74,21.91,28.94,26.96,9.2,11.08,7.2,47.91,2.87,41.68
2004-06-04,24.27,41.07,22.01,6.22,2.51,39.65,22.31,9.86,35.96,7.5,39.46,48.79,19.16,14.3,47.45,22.06,29.08,27.11,9.12,11.21,7.24,48.21,2.87,41.9
2004-06-07,24.79,41.5,22.24,6.18,2.55,40.12,22.32,10,36.5,7.78,39.95,49.26,20.11,14.9,48.33,22.58,29.51,27.95,8.71,10.88,7.37,49.2,2.86,42.2
2004-06-08,24.71,41.45,22.95,6.14,2.54,40.11,22.05,9.88,36.51,7.83,40.18,48.95,20,14.8,48.6,22.46,29.43,28.35,8.69,10.95,7.47,48.9,2.85,42.34
2004-06-09,24.65,40.93,23.25,6.07,2.55,39.89,21.21,9.81,36.55,7.42,39.32,48.51,20.79,13.95,48.02,22.01,29.2,27.73,8.6,10.62,7.08,48.49,2.85,41.7
2004-06-10,24.52,41.21,23.28,6.07,2.49,40.13,21,9.9,36.1,7.6,39.22,48.75,20.69,13.75,47.54,22.19,29.59,27.18,8.48,10.04,6.87,48.56,2.85,42.1
2004-06-14,24.25,40.79,23.07,6.02,2.46,39.99,21.25,9.4,35.32,7.73,38.9,24.65,18.98,11.96,46.8,21.6,29.46,25.95,8.19,10.07,7,47.77,2.86,41.9
2004-06-15,24.56,40.72,23.15,6.34,2.51,39.99,21.42,9.38,36.48,7.77,39.34,24.93,19.81,12.37,46.56,21.9,29.79,26.75,8.1,10.6,7.3,47.81,2.91,42.75
2004-06-16,24.69,40.76,23.15,6.2,2.45,40.42,21.69,9.45,36.48,7.68,39.37,25.1,19.83,11.98,46.05,21.67,29.6,26.88,8.03,10.48,7.35,47.56,2.86,42.56
2004-06-17,24.81,40.7,23,6.4,2.51,40.15,21.31,9.37,36.92,8,39.3,25.2,19.4,10.95,45.53,21.41,30.12,26.97,9.88,10.37,7.1,48.05,2.94,42
2004-06-18,24.99,40.55,23.15,6.33,2.52,40.46,21.14,9.56,37.3,7.96,39.52,25.33,19.87,11.5,45.45,21.84,30.15,27.48,9.93,10.13,7.3,48.59,3.04,41.73
2004-06-21,25.75,40.24,23.15,6.28,2.35,40.67,21.46,9.48,37.15,7.66,39.33,25.66,19.7,11.25,44.99,21.26,30.08,27.57,10.33,9.56,7.15,49.08,3.23,41.78
2004-06-22,26.04,40.72,23.07,6.25,2.3,40.63,22.26,9.33,37.5,7.67,39.32,25.74,19.55,12.16,44.7,21.46,30.16,27.89,9.85,8.9,6.92,49.39,3.3,41.46
2004-06-23,26.45,40.29,22.21,6.28,2.36,40.68,22.79,9.23,37.65,7.72,39.55,25.89,19.59,12.71,45.09,21.92,30.56,28.94,10.24,8.57,7,49.78,3.34,42.47
2004-06-24,27.01,40.38,22.7,6.42,2.26,40.54,22.97,9.55,37.35,7.72,39.39,25.8,19.6,12.26,43.6,22.49,30.23,28.55,10.28,8.91,7.29,50.01,3.24,42.2
2004-06-25,26.35,40.4,22.7,6.58,2.24,40.36,23.84,9.58,37.88,7.42,39.7,25.95,18.77,12.15,43.2,22.93,30.5,28.95,10.21,9.06,7.24,49.6,3.11,42.7
2004-06-28,25.46,40.56,22.95,6.39,2.27,40.61,23.58,9.33,37.35,7.25,39.95,26.02,18.49,11.81,43.75,22.7,30.5,29.79,10.41,8.8,7.45,48.87,3.07,42.26
2004-06-29,25.67,40.52,23.06,6.54,2.22,40.17,23.63,8.2,36.49,7.51,39.71,25.71,19.57,12.09,42.29,23.03,30.37,29.1,10.99,8.97,7.85,48.68,3.02,42.4
2004-06-30,25.3,40.81,23.55,7.26,2.31,40.54,23.45,8.14,36.88,7.9,39.68,26.1,19.52,12.21,42.28,23.45,30.5,29.48,10.95,9.41,7.98,49.04,3.37,42.6
2004-07-01,25.41,40.71,24.36,7.18,2.1,40.33,23.31,8.17,36.85,7.58,39.41,25.6,20.44,11.05,42.22,22.81,30.12,28.93,11.28,9.4,7.65,49.08,3.25,42.27
2004-07-02,25.01,40.98,24.24,7.07,2.28,40.82,23.16,8.25,37.82,7.33,38.67,26.09,19.83,10.18,41.81,22.8,30.14,29.41,11.38,9.29,7.67,49.65,3.19,42.64
2004-07-06,24.8,41.06,24,6.62,2.04,40.8,22.52,8.25,37.26,7,37.96,25.91,19.12,9.81,41.3,22.26,29.97,28.4,11.28,9.05,7.23,48.89,3.21,42.06
2004-07-07,25.23,41.21,24.14,6.5,2.02,40.71,22.05,8.19,37.97,6.8,37.87,25.97,23.68,9.69,41.46,21.98,30.61,28.54,11.25,9.07,7.41,48.91,3.2,42.55
2004-07-08,25.4,40.91,24.35,6.38,2.01,40.46,21.89,7.26,37.21,6.68,37.39,25.85,22.14,9.57,43.65,21.93,30.53,28.64,10.36,9.15,7.48,48.67,3.07,41.65
2004-07-09,25.18,40.43,24.49,6.68,1.9,40.5,21.38,7.61,37.13,6.78,37.92,25.8,22.65,9.91,43.75,22.11,30.63,28.18,10.5,9.14,7.38,48.85,3.12,42.5
2004-07-12,25.44,40.84,24.7,6.33,1.85,40.45,21.18,7.82,37.5,6.5,37.8,25.94,23.5,9.55,43.97,21.97,30.77,28.53,10.7,9.39,7.35,49.51,3.1,42.35
2004-07-13,25.99,41,24.49,6.5,1.87,40.37,21.65,7.86,37.12,6.59,37.82,25.98,22.61,9.39,44.09,21.97,30.76,29.64,10.5,9.06,7.19,44.95,3,42.39
2004-07-14,26,40.93,24.48,6.63,1.87,40.52,21.95,7.5,37.09,6.46,37.85,26,22.63,9.14,42.67,21.87,30.73,29.37,10.48,9.01,6.32,44.38,2.97,43.15
2004-07-15,25.99,40.99,24.4,6.82,1.75,40.77,20.71,7.61,37.48,6.35,37.9,26.26,22.4,9.43,41.82,22.08,31.12,28.4,10.18,9.04,6.42,43.85,2.95,43.34
2004-07-16,26.17,41.09,24.13,5.26,1.71,41.13,21.15,7.57,37.29,6.07,37.49,26.28,22.2,9.17,41.55,21.51,31.33,28.34,10.15,9.01,6.11,43.62,2.93,43.3
2004-07-19,26.28,41.36,24.1,5.73,1.66,41.28,20.39,7.56,37.45,6.49,37.5,26.5,21.69,8.76,42.28,20.91,31.34,28.12,9.49,8.61,5.75,43.34,2.81,43.52
2004-07-20,26.26,41.5,24.1,5.87,1.51,41.2,20.32,7.62,37.6,6.57,37.76,26.65,21.6,8.69,43.37,20.93,31.48,29.41,9.24,8.45,6.15,44.03,2.89,44.36
2004-07-21,25.99,41.81,24.1,5.69,1.47,40.56,20.5,7.5,37.11,6.46,37.42,26.3,20.17,8.27,43.19,20.78,30.69,28.66,9.61,8.82,5.92,43.79,2.95,42.87
2004-07-22,25.72,41.47,24.19,5.66,1.66,40.07,20.47,7.4,36.05,6.7,37.32,26.02,21.06,8.48,43.43,21.8,30.05,28.65,9.23,8.33,5.96,43.46,2.8,42.55
2004-07-23,25.2,41.22,24.16,5.5,1.65,39.92,19.98,7.3,35.81,6.53,37.51,25.7,21.43,8,43.25,21.4,30.1,28.3,9.51,7.5,5.67,42.34,2.77,41.8
2004-07-26,24.9,41.11,23.58,5.51,1.37,39.7,19.41,7.4,35.9,6.07,37.27,25.41,20.97,8.05,42.88,21.01,29.7,28.22,9.35,6.87,5.43,42.06,2.76,42.05
2004-07-27,24.61,40.93,23.24,5.72,1.4,39.52,19.19,7.42,36.25,6.43,37.39,25.37,21.25,8.17,44.14,20.9,29.91,28.71,9.25,6.59,5.38,42.76,2.72,42.76
2004-07-28,24.5,38.93,23.2,5.7,1.37,39.55,18.81,7.18,36.2,6.27,37.68,25.72,23.13,7.98,44.28,20.67,29.56,28.26,10.05,7.4,5.42,42.51,2.72,42.5
2004-07-29,24.59,39.8,25.09,5.95,1.48,39.7,19.24,7.5,36.16,6.41,37.8,26.05,22.88,8.2,45.1,21.2,29.9,29.3,9.88,8.07,6.1,43.54,2.8,42.88
2004-07-30,24.89,39.64,25.28,5.93,1.56,40.17,19.2,7.54,36.64,6.52,37.73,25.53,22.27,8.42,45.76,21.47,29.38,29.02,9.9,8.23,6.25,42.81,2.78,41.65
2004-08-02,25.85,39.51,24.86,5.6,1.67,40.29,19.1,7.55,37.2,6.4,38.18,25.5,23.42,8.19,45.53,21.38,29.4,29.16,9.9,8,6.14,43.67,2.72,42.09
2004-08-03,26.05,39.19,25.44,5.12,1.65,40.31,18.72,7.35,37.13,6.15,37.8,25.55,23.62,7.78,45.32,21.06,29.7,29.34,9.73,7.13,5.97,43.56,2.71,43.61
2004-08-04,26,38.85,25.17,5.25,1.56,40.45,17.11,7.54,37.72,6.25,37.66,25.56,23.09,7.93,45.52,21.04,29.72,28.85,9.27,8.28,5.98,43.95,2.78,41.94
2004-08-05,26,38.45,25,5.24,1.47,40.03,17.23,7.2,36.69,6.15,37.06,25.25,22.84,7.81,45.55,20.59,29.52,28.28,8.99,8.29,6.05,43.01,2.75,41.86
2004-08-06,25.95,38.21,24.5,4.97,1.46,40.04,16.6,7.15,36.73,6.01,36.28,25.35,21.8,7.5,45.13,19.95,29.35,26.55,8.65,7.31,5.8,42.46,2.7,41.4
2004-08-09,26.12,38.21,22.5,5.05,1.41,40.23,16.41,7.3,36.79,6.22,36.62,25.27,22.24,7.44,45.43,19.39,29.22,26.52,8.71,7.25,5.43,42.3,2.63,42.86
2004-08-10,26.17,38.58,22.95,5,1.4,40.13,16.47,7.73,37.18,6.29,37.18,25.43,23.03,7.66,45.92,19.74,29.41,27.83,8.58,7.79,5.66,43.03,2.66,41.88
2004-08-11,26.05,38.39,23.75,5,1.43,39.82,17.03,7.6,37,6.19,37.32,25.7,23.5,7.61,45.08,19.59,29.69,28.97,8.34,8.02,5.6,43.04,2.61,41.68
2004-08-12,25.91,38.27,24.34,4.91,1.52,39.56,16.44,7.57,36.75,5.92,37.19,25.46,22.12,7.43,43.7,19.41,29.5,28.14,8.3,7.5,5.86,42.71,2.6,40.54
2004-08-13,25.84,38.18,24,4.82,1.46,39.56,16.24,7.31,36.85,5.85,36.81,25.14,23.3,7.28,46.1,19.6,29.5,27.45,8.48,7.56,6.09,42.84,2.58,40.25
2004-08-16,25.79,38.27,24.46,5,1.52,39.87,16.37,7.21,37.5,6.08,37.49,25.59,25.92,7.65,47.17,19.77,30.16,27.13,8.55,7.77,6.1,44.04,2.53,41.33
2004-08-17,26.15,38.62,23.36,4.96,1.53,39.96,16.7,7.36,37.9,5.97,37.95,25.35,25.35,8.15,47.15,20.53,29.93,27.24,8.85,7.99,6.4,44.71,2.56,41.16
2004-08-18,26.5,39.54,23.52,5.06,1.5,40.45,16.9,7.58,38.49,6.24,38,25.32,25.88,8.36,47.71,20.99,30.17,27.85,9.03,8.07,6.7,45.5,2.6,41.9
2004-08-19,26.49,39.56,23.82,4.99,1.48,40.15,16.92,7.55,37.54,6.07,37.68,25.21,24.83,8.31,48.17,21.38,29.96,27.3,8.81,8.07,6.67,45.16,2.58,42.37
2004-08-20,26.91,39.88,23.61,4.97,1.61,40.06,16.95,7.59,38.75,6.2,38.09,25.4,25.75,8.52,48.1,21.78,30.25,28,9.21,8.17,7.09,45.29,2.55,42.52
2004-08-23,27,39.53,23.57,5.48,1.48,40.08,17.11,7.59,38.48,6.11,38,25.25,25.74,8.67,47.55,21.57,30.02,26.4,9.31,8.1,7.28,45.16,2.65,42.69
2004-08-24,26.87,39.66,23.1,5.69,1.5,40.54,17.11,7.6,39.1,6.04,38.1,25.29,26.5,8.59,47.46,21.48,30.2,26.45,9.14,7.89,7.45,44.96,2.55,42.68
2004-08-25,27.11,39.95,21.62,5.89,1.51,40.89,17.33,7.48,39.46,6.15,38.4,25.31,27.47,8.45,47.95,21.92,30.5,26.85,8.95,8.2,6.9,45.38,2.56,43.08
2004-08-26,27.16,39.85,23.42,5.96,1.51,40.75,17.24,7.56,39.35,6.1,38.13,25.39,28.46,8.27,48.24,21.73,30.45,27.22,9.1,8.33,6.69,45.61,2.59,42.47
2004-08-27,27.4,39.99,23.58,5.79,1.51,40.82,17.31,7.53,39.64,6.05,38.14,25.37,28.15,8.4,49.25,21.73,30.49,28.2,9.15,8.34,6.78,45.34,2.8,42.2
2004-08-30,27.24,39.92,23.12,5.82,1.49,40.81,16.93,7.3,39.79,6.1,37.98,25.53,26.92,8.03,48.74,21.63,30.46,27.51,9.29,8.35,6.9,44.95,2.85,41.84
2004-08-31,27.39,40.1,24.68,5.79,1.5,41.32,16.96,7.44,40,5.93,37.91,25.81,26.72,7.89,49.48,21.75,30.83,28.11,9.38,8.9,6.94,45.14,2.9,41.95
2004-09-01,27.81,40.14,24.5,5.88,1.51,41.41,16.97,7.44,39.87,6.14,37.89,25.94,27.57,7.77,48.63,22.22,30.9,27.85,9.3,8.76,7.29,45.2,2.89,42.45
2004-09-02,28.1,40.34,25,6.31,1.49,41.48,16.94,7.6,39.75,6.28,37.97,26,27.31,7.77,49.9,22.73,31.46,28.7,9.21,8.63,7.23,44.6,2.88,42.75
2004-09-03,27.7,40.37,24.5,6.02,1.61,41.26,16.98,7.4,40.1,6.3,37.99,25.86,27.48,7.46,50.46,22.42,31.45,28.72,9.15,8.69,7.09,45.39,2.87,42.24
2004-09-07,27.95,40.39,24.87,6.21,1.62,41.64,16.94,7.49,40.39,6.3,38.1,26.41,27.38,7.35,50.93,22.8,31.9,29.23,9.1,8.74,7.2,46.04,2.93,43.5
2004-09-08,28.19,40.23,24.6,6.2,1.62,41.1,16.89,7.4,40.08,6.18,37.92,26.04,27.84,7.09,50.21,22.23,31.89,29.04,9.1,8.73,6.88,45.63,2.9,43.38
2004-09-09,28.11,40.25,24.99,6.14,1.66,40.86,16.5,7.41,39.42,6.08,37.69,26.13,27.14,7.35,49.94,22.95,32.18,29.13,9,8.67,7.28,45.41,2.9,43.4
2004-09-10,28.03,40,24.96,6.39,1.74,41.1,16.49,7.56,39.86,5.79,37.31,26.27,26.84,7.88,50.58,23,32.28,29.17,9.1,8.72,7.57,45.42,2.85,43.44
2004-09-13,28,40.2,24.87,6.79,1.73,41.21,16.6,7.62,39.18,5.41,37.75,26.09,26.4,7.8,50.93,22.99,31.82,29.35,9.09,8.66,7.9,45.36,2.85,43.66
2004-09-14,27.9,40.19,24.87,6.89,1.7,40.92,16.5,8.3,38.41,5.6,37.52,26.02,25.03,7.94,51.86,23.12,31.53,28.98,9.22,8.56,7.91,45.35,2.86,42.74
2004-09-15,28.2,40.01,24.7,6.86,1.65,40.72,16.42,8.6,38.8,5.74,37.5,26.09,26.57,7.68,50.76,22.81,31.5,28.86,9.95,8.5,7.86,45.04,2.8,42.67
2004-09-16,28.56,39.98,24.93,7.16,1.7,41.26,16.81,8.7,39.09,5.68,37.89,26.3,27.05,7.6,49.48,23.12,31.84,28.73,10,7.97,7.78,44.98,2.8,43.6
2004-09-17,28.6,39.85,24.9,7.2,1.62,41.14,17.01,8.6,39.15,5.75,38.03,26.28,26.22,7.58,49.48,22.73,32.02,28.29,9.95,7.81,7.87,44.74,2.72,42.2
2004-09-20,28.82,39.35,24.9,7.05,1.68,41.16,17.02,8.62,38.53,5.63,37.9,26.08,26.11,7.71,49.5,22.12,32.1,28.13,9.94,8,7.89,43.77,2.82,42.18
2004-09-21,29.05,39.51,25.19,7.19,1.62,41.26,18.23,8.72,38.7,6.05,37.99,26.18,26.75,7.39,49.73,22.47,31.99,28.98,9.65,8,8.04,43.43,2.86,42.29
2004-09-22,29.02,38.39,25.2,6.99,1.61,41.13,17.93,8.58,38.3,6.16,37.55,26.1,26.11,7.1,48.62,21.21,31.36,27.73,9.56,8,8.2,42.6,2.78,41.74
2004-09-23,29,38.75,25.74,7.06,1.62,40.83,18.34,8.7,38.09,6.28,37.42,26.01,25.85,7.22,49.51,21.24,31.23,27.78,9.9,7.75,8.42,42.67,2.78,40.92
2004-09-24,29.04,38.73,25.74,7,1.65,41.44,19.24,8.59,38.02,6.51,37.44,25.99,26.27,7.2,49.43,21.29,31.25,27.94,10.62,7.65,8.4,42.33,2.8,41.5
2004-09-27,29.02,38.38,25.5,6.77,1.6,41.55,18.46,8.1,37.93,6.5,37.21,26.09,26.39,7.11,48.39,20.91,31.07,27.21,12.11,7.71,8.44,42.16,2.81,41.16
2004-09-28,28.33,39.18,25.61,6.88,1.65,41.85,18.72,8.3,37.75,6.51,37.5,26.47,26.3,7.04,48.7,21.37,31.4,28.47,13.24,7.61,8.75,42.3,2.78,41.58
