"Date","ADC","AFL","ARKR","AZPN","CLFD","DTE","ENDP","FLWS","FR","GMXR","GPC","HE","ISSC","ISSI","KSS","MTSC","NWN","ODFL","PARL","RELV","SIGM","STT","TRIB","UTR"
2002-01-02,17.7,23.78,8.15,17.1,3.19,42.37,11.54,15.77,31.16,4.5,36.09,40.41,7.82,12.78,70.23,10.03,26.2,13.4,1.92,1.3,1.75,52.11,1.5,39.34
2002-01-03,16.14,23.52,8.15,17.41,3.27,42.14,11.48,17.4,31.45,4.37,35.9,40.53,7.29,13.4,69.65,10.85,26.25,13,1.94,1.22,2.11,52.9,1.55,39.49
2002-01-04,15.45,23.92,7.79,17.9,3.28,41.79,11.6,17.11,31.46,4.45,35.6,40.54,6.9,14.16,70.21,10.34,26.46,13,1.98,1.26,2.2,54.16,1.54,39.38
2002-01-07,16.59,23.12,7.79,17.49,3.5,41.48,11.9,17.38,31.1,4.38,35.83,40.25,6.3,13.81,70.17,9.99,26.84,13.32,1.94,1.28,2.11,55.14,1.55,38.55
2002-01-08,16.76,25.54,7.35,17.89,4.24,40.69,12.41,14.62,31.4,4.3,36,39.88,6.83,14.05,69.9,10.35,27.35,13.75,1.94,1.27,2.25,54.44,1.58,38.98
2002-01-09,16.78,26.3,7.4,18.25,4.25,40.81,12.27,14.27,31.05,4.25,36.2,39.9,7,14.15,69.01,10.15,26.15,13.74,1.97,1.28,2.16,54.92,1.64,39.6
2002-01-10,16.45,26.29,7.9,18.52,4,41.05,13,12.99,30.89,4,35.05,40.45,6.99,14.4,68.95,10.36,26.5,13.25,1.94,1.31,2.26,55.75,1.68,39.06
2002-01-11,15.45,26.08,7.9,17.95,4.11,41.02,12.6,12.87,30.64,4.3,35.51,40.4,6.89,14.55,67.69,10,27.11,13.25,1.88,1.37,2.2,55.74,1.8,38.96
2002-01-14,14.86,25.47,7.8,17.31,4,41.42,13.1,12.95,30.6,4.31,34.85,40.09,6.59,13.03,67.32,10.1,26.43,13.38,1.65,1.38,2.25,54.85,1.65,39.2
2002-01-15,14.75,25.75,7.85,17.2,3.9,42.01,13.09,12.84,30.55,4.2,34.79,40.44,6.45,13.14,67.02,10.05,27.6,13.25,1.9,1.38,2.24,55.44,1.63,39.87
2002-01-16,14.46,25.39,7.43,16.09,3.7,41.98,12.9,13.01,30.53,4,34.25,40.75,6.48,12.34,67.02,10.4,27.03,12.51,2,1.35,2.2,54.78,1.65,39.9
2002-01-17,14.7,25.05,7.43,16.41,4.77,41.66,10.56,12.86,30.5,4.05,34.53,40.74,6.48,12.87,68.65,10.31,26.97,13.49,1.85,1.35,2.15,54.9,1.83,40.6
2002-01-18,15.55,25.01,7.43,16.15,4.13,41.74,10.4,13.19,30.4,4.05,34.31,40.3,6.35,12.49,68.17,10.44,26.42,13.49,1.85,1.34,2.33,54.2,1.84,40.35
2002-01-22,14.85,25.1,7.43,14.8,4.07,40.95,10.61,13.98,30.62,4.05,34.8,39.86,5.4,11.7,68.52,9,26.5,13.34,1.93,1.34,2.2,55,1.83,40.39
2002-01-23,14.9,25.54,7.43,16.09,4.09,40.97,10.67,13.29,30.7,3.95,34.68,40.34,5.7,11.8,69.46,10,26.38,13.15,1.87,1.36,2.22,54.5,1.77,40.7
2002-01-24,14.96,25.92,7.43,19.6,4.15,41.18,11.05,13.25,30.83,3.6,34.55,40.51,5.8,12.05,68.44,10.26,26.2,13,1.87,1.25,2.29,54.59,1.8,40.98
2002-01-25,15.15,25.5,7.05,19.34,4,41.15,10.65,13.75,30.87,3.56,34.74,40.79,5.9,12.49,66.34,9.47,26.6,13,1.86,1.25,2.35,54.71,1.73,41.2
2002-01-28,15.27,25.53,7,19.56,3.87,41.02,10.43,12.83,30.81,3.78,35.41,41.35,6.19,13.02,66.75,9.55,26.14,13.25,1.8,1.46,2.31,54.26,1.68,41.25
2002-01-29,15.25,24.92,7,19.01,3.49,40.35,9.02,12.98,30.39,3.65,35.12,41.05,6.04,12.25,64.34,9.3,25.65,12.75,1.93,1.34,2.35,51.81,1.64,41.35
2002-01-30,15.35,25.06,6.7,19.25,3.5,40.38,9.15,12.3,30.94,3.65,35.13,41.51,6.14,12.69,66.3,9.9,25.88,12.6,1.8,1.3,2.45,52.81,1.65,40.35
2002-01-31,15.7,26.12,6.7,19.9,3.5,41,9.2,13.05,30.62,3.6,35.52,41.5,6.49,12.6,66.29,10.05,26.15,13.68,1.83,1.3,2.45,53.78,1.65,40.2
2002-02-04,15.9,24.84,7.05,18.45,3.46,41,9.67,13.08,30.68,3.59,35.07,42.4,7.63,11.9,65.07,9.35,25.15,13.73,1.85,1.3,2.35,50.7,1.6,39.5
2002-02-05,15.59,24.48,7.05,18.49,3.35,40.61,9.7,12.66,30.77,3.5,34.53,42.55,8,12.19,65.85,9.1,25.05,13.73,1.82,1.3,2.35,50.36,1.64,39.7
2002-02-06,15.88,24.51,7.05,17.66,2.93,40.5,9.75,12.18,30.76,3.4,34.32,42.5,7.91,11.24,67.08,9.01,24.25,13.1,1.82,1.22,2.4,50.69,1.57,39.96
2002-02-07,15.99,24.65,7.15,17.5,3,41,9.8,12.01,30.72,3.35,33.92,42.59,7.88,10.91,67.2,9.05,24.25,13.1,1.9,1.33,2.42,51.31,1.54,39.4
2002-02-08,16.22,25.04,7.3,17.15,3.17,40.83,10.15,12.05,30.98,3.3,34.45,42.69,7.6,11.14,66.7,9,24.78,13.1,1.84,1.33,2.37,51.98,1.56,40.19
2002-02-11,16.18,25.55,7.3,17.91,3.3,41.04,10.71,11.64,31.1,3.39,34.56,42.18,7.1,12.02,68.39,9.5,25.82,13,1.82,1.31,2.39,52.05,1.55,40.1
2002-02-12,16.29,24.93,7.3,17.94,3.08,41.38,10.59,11.55,31.11,3.2,34.31,42.59,7.15,12.03,68.31,9.85,26.05,12.9,1.8,1.37,2.34,51.88,1.56,39.84
2002-02-13,16.3,26.11,7.3,18.28,2.89,41.36,10.99,12.02,31.4,3.25,34.55,42.58,7.4,11.78,69.1,10.17,25.8,12.88,1.7,1.41,2.39,51.99,1.47,40.42
2002-02-14,16.45,26.09,7.3,18.17,3.05,41.54,10.36,12.23,31.56,3,34.44,42.1,7.42,11.77,69.5,10,25.65,12.88,1.7,1.43,2.36,51.76,1.52,40.4
2002-02-15,16.37,25.53,7.25,17.65,2.8,41.42,10.75,11.96,31.88,3,34.58,42.05,7.35,11.38,68.5,9.95,25.75,12.88,1.7,1.38,2.86,52.03,1.6,40.26
2002-02-19,16.84,25.14,7.06,16.5,2.7,41.29,10.45,12.11,31.84,3,34.12,41.69,7.27,10.55,67.7,10,25.8,12.51,1.7,1.35,3,49.89,1.78,39.92
2002-02-20,16.9,25.31,7.1,15.87,2.65,41.24,10.85,12.1,32.11,3,34.62,42.15,7.1,10.82,67.33,10.35,26.56,12.95,1.72,1.34,3.07,50.27,1.7,40.22
2002-02-21,16.96,24.9,7.09,15.5,2.55,41.06,10.62,12.15,31.57,2.88,34.96,41.47,7.12,10.66,65.82,9.95,26.18,13,1.66,1.4,3.27,48.95,1.71,39.7
2002-02-22,16.67,24.5,6.9,15.3,2.5,41.15,10.48,13.05,32.11,2.9,35.29,42.34,7.16,11.29,65.83,10.15,26.72,13,1.66,1.35,3.26,48.95,1.7,40.2
2002-02-25,16.3,25.01,6.75,15.54,2.55,41,10.7,13.05,32.2,2.59,36.22,42.13,7.49,11.14,67.01,10.82,26.25,13.25,1.66,1.47,3.05,49.29,1.54,39.75
2002-02-26,16.24,25.19,6.75,15.72,2.5,41.43,10.9,13.15,32.19,2.55,36.72,42.58,7.78,11.13,68.22,10.25,26.3,12.75,1.65,1.6,2.89,49.34,1.56,39.6
2002-02-27,16.26,25.23,6.5,15.6,2.55,41.57,10.64,13,32.24,2.7,36.68,43,7.7,10.8,66.55,10.22,26.2,13.2,1.65,1.68,2.92,50.78,1.58,39.62
2002-02-28,16.65,25.7,7,15.6,2.58,41.42,10.5,12.98,32.05,2.48,36.53,42.84,7.82,10.41,67.67,10.45,26.34,12.9,1.78,1.54,3,50.7,1.55,39.48
2002-03-01,16.86,25.75,6.41,17.02,2.65,42.19,10.5,13.1,32.48,3,36.72,43.22,7.8,10.67,68.1,10.59,26.7,13.2,1.9,1.89,3.02,50.99,1.6,39.1
2002-03-04,16.94,26.55,7.15,19.13,3.04,42.73,10.5,13.93,32.86,2.99,37.39,43.98,7.9,11.76,69.44,10.45,26.7,13.24,1.95,1.85,3.11,53.02,1.58,40.2
2002-03-05,17.25,28.17,7.15,20.51,2.75,43.39,10.15,13.87,33.14,3.04,37.35,43.99,7.8,12.11,66.16,10.55,26.8,12.9,1.95,1.6,3.3,54.01,1.58,40.58
2002-03-06,17.5,28.02,7.17,21.74,2.8,43.86,10.75,13.84,33.28,3.15,37.3,44,7.9,12.35,65.7,10.75,27.22,13.15,1.91,1.66,3.5,55.11,1.65,40.93
2002-03-07,17.65,27.81,7.5,21.05,2.8,44.1,10.81,13.7,33.58,3.4,37.17,43.69,7.64,12.7,68.57,11.1,26.9,13.15,1.79,1.7,3.35,55.96,1.55,39.93
2002-03-08,17.9,28.46,7.56,21.92,2.77,44.08,10.93,13.6,33.79,3.35,37.1,43.42,7.9,13.05,67.93,10.95,26.89,13.1,1.66,1.83,3.27,56.49,1.6,40.13
2002-03-11,18.09,28.49,7.56,22.3,2.75,44.13,10.9,13.34,33.43,3.2,37.07,43.12,7.91,12.7,68.44,10.95,27.35,13.5,1.83,1.77,3.3,56.98,1.58,39.96
2002-03-12,18.08,28.68,7.5,21.7,2.8,43.79,11,13.32,33.5,3.35,37.26,42.78,8.78,12.4,69.19,10.96,27.02,13.99,1.66,1.78,3.1,55.9,1.58,39.73
2002-03-13,18.3,28.5,7.5,20.4,2.8,43.49,10.75,13.09,33.76,3.43,37,42.38,8.5,11.96,68.94,11,26.77,14.74,1.7,1.8,3,55.02,1.57,39.9
2002-03-14,18.54,28.63,7.1,20.68,2.8,43.42,10.59,13.36,34.15,3.15,37.1,42.55,8.99,11.95,69.97,10.82,27.26,15.25,1.7,1.7,4.3,55.35,1.58,39.93
2002-03-15,18.53,29.21,7.59,19.71,2.8,43.58,10.45,13.29,34.49,3.15,37.32,42.3,9.31,12.3,71.35,11.1,26.65,14.87,1.75,1.75,4.49,57.42,1.55,40.51
2002-03-18,18.6,28.9,7.5,20,2.91,43.53,10.29,13.1,34.6,3.3,37.51,43.21,9.94,12.47,71.75,11.19,26.95,14.66,1.8,1.74,4.6,56.72,1.53,40.59
2002-03-19,18.93,29.27,7.55,20.98,2.8,44.13,10.49,13.55,34.5,3.3,38.08,43.49,10.21,12.37,70.46,11.31,27.25,14,1.8,1.95,4.55,57.59,1.53,40.55
2002-03-20,18.9,28.94,7.68,21.35,2.88,44.1,10.5,13.64,34.42,3.45,37.61,43.14,10.24,12.2,70.91,10.95,26.76,14.27,1.68,1.6,4.77,56.1,1.52,39.62
2002-03-21,18.96,28.75,7.73,21.98,2.52,44.64,10.35,13.51,34.81,3.54,36.89,43.89,10.68,11.97,70.13,11.3,27.73,14.2,1.68,1.6,4.66,55.92,1.53,40.12
2002-03-22,18.75,28.8,7.7,22.72,2.8,44.53,10.23,13.56,34.6,3.49,36.69,43.59,9.5,12.46,70.03,11.24,27.6,14.2,1.8,1.85,4.49,56.02,1.51,40.74
2002-03-25,18.75,28.61,7.06,22.95,2.8,44.46,10.26,13.25,34.53,3.45,35.69,43.78,9.56,12.45,68.46,11.01,27.6,14.75,1.73,1.75,4.65,54.86,1.52,39.05
2002-03-26,18.4,28.6,7.64,22.96,2.9,44.76,10.15,13.75,33.99,3.52,35.81,44.21,9.73,12.72,69.25,11.25,27.9,14.5,1.75,1.84,4.85,55.34,1.52,39.71
2002-03-27,17.75,29.4,7.64,23.07,2.72,45.11,10.15,13.6,34.33,3.5,36.99,44.15,9.89,12.95,72,11,28.29,14.11,1.8,1.9,5.6,55.9,1.49,40.85
2002-03-28,17.7,29.5,7.06,22.9,2.71,45.5,10.1,13.62,34.25,3.5,36.77,44.01,9.86,12.86,71.15,10.95,28.01,14.08,1.84,1.85,5.91,55.38,1.48,40.2
2002-04-01,17.59,29.37,7.25,22.59,2.83,45.39,9.96,13.34,34.4,3.6,36.64,44.2,10.1,13.33,70.42,10.96,28,14.29,1.71,1.85,5.95,55.01,1.51,39.44
2002-04-02,17.6,29.47,7.25,21.4,2.7,45.56,10,13.3,34.38,3.56,36.42,44.67,9.95,13.03,69.1,10.76,28.15,13.95,1.68,1.85,5.91,54.95,1.46,39.9
2002-04-03,17.75,29.62,7.34,20.94,2.75,45.6,9.97,13.25,34.25,3.64,36.01,44.01,10.31,13.41,67.27,10.94,28.08,13.89,1.68,1.85,6.27,53.72,1.44,39.4
2002-04-04,17.85,29.52,7.34,20.46,2.51,45.34,9.93,13.31,34.45,3.75,36.8,44.65,9.85,12.8,69.62,11.07,28.11,13.71,1.66,1.85,6.8,54.06,1.37,39.93
2002-04-05,18.25,29.68,7.3,17.37,2.83,44.97,9.8,13,34.72,3.51,36.95,44.85,9.65,13.16,70.41,10.73,28.09,14.4,1.78,1.9,7.05,54.38,1.37,40.69
2002-04-08,18.35,29.6,7.3,18.2,2.68,44.94,9.75,13.35,35.1,3.7,37.03,44.77,8.51,13.48,72.5,10.9,28.19,14.6,1.82,1.85,6.78,54.45,1.34,40.75
2002-04-09,18.3,30.13,7.67,18.3,2.62,44.52,9.58,13.38,35.8,3.68,37.7,44.72,9.16,13.46,73.97,10.97,28.26,14.74,1.75,1.92,5.49,54.81,1.39,41.06
2002-04-10,18.4,29.79,7.72,17.65,2.62,45.11,9.92,13,36,3.25,37.8,45.55,9.61,14.13,75,11.07,29.2,14.4,1.85,1.89,4.79,55.29,1.4,41.59
2002-04-11,18.48,28.94,7.25,17.56,2.53,44.53,9.85,12.97,35.99,3,37.32,45.59,9.01,13.61,72.7,10.91,28.9,14,1.96,1.89,5.15,53.3,1.44,41.21
2002-04-12,18.49,29.29,7.25,17.77,2.5,44.78,9.8,13.52,36.5,2.96,36.81,46.24,9.08,14.84,75.08,10.78,29.95,14.19,1.72,1.89,5.15,54.11,1.43,41.87
2002-04-15,18.4,28.87,7.5,17.94,2.51,44.36,9.77,13.65,35.91,3.04,36.5,45.95,9.26,14,74.45,10.45,29.5,14.17,1.84,1.83,5.04,53.36,1.38,40.77
2002-04-16,18.39,29.09,7.2,18.2,2.5,45.28,9.68,14.4,35.74,2.5,36.78,45.93,8.91,14.63,75.1,10.73,29.7,14.2,1.87,1.9,5.8,54.25,1.4,41.6
2002-04-17,18.35,28.7,7.12,17.76,2.43,45.58,9.6,13.88,34.66,2.58,36.08,46.76,9.26,14.85,73.99,10.51,29.34,14.1,1.93,1.89,5.8,54.9,1.43,42.4
2002-04-18,18.7,28.77,7.12,17.65,2.33,45.86,9.75,13.75,34.91,2.69,35.88,46.25,9.12,14.35,75.85,10.5,29.45,14.1,1.96,1.9,5.65,54.45,1.46,41.55
2002-04-19,18.66,28.75,7.1,17.21,2.35,46.08,10.01,13.72,34.51,2.6,35.78,46.6,9,13.8,75.61,10.35,29.75,14.25,1.96,1.86,5.55,54.95,1.49,41.74
2002-04-22,18.65,29,7.05,16.08,2.29,45.8,9.69,13.75,34.15,2.61,35.32,46.91,8.17,14.13,74.37,10,29.62,14.3,1.99,1.9,5,53.55,1.46,40.99
2002-04-23,18.58,28.52,7.25,15.43,2.39,46.48,9.8,13.9,33.99,2.8,35.03,46.9,7.88,13.24,74.15,10.34,29.55,14.25,1.99,1.89,4.75,53.18,1.42,41.54
2002-04-24,18.64,29.44,7.25,15,2.18,47.06,9.7,13.9,34.21,3,34.95,46.29,8.36,13,73.56,10.35,29.45,14.25,1.9,1.89,4.55,52.82,1.45,41.72
2002-04-25,18.5,28.9,7.25,15.24,2.2,45.66,10.8,13.78,33.4,2.99,34.96,46.5,8.52,13.38,73.36,10.25,29.04,14.3,1.9,1.94,4.5,52.25,1.5,42.22
2002-04-26,18.5,28.85,7.2,13.7,2.2,45.26,10.25,13.38,33.45,2.95,34.75,45.95,9,12.99,72.75,10.33,28.35,14.21,1.9,1.91,4.52,51.88,1.6,41.6
2002-04-29,18.25,29.44,6.93,13.06,2.19,44.96,11.21,13.08,32.98,2.55,34.19,46.37,8.71,12.51,73.15,10.5,28.4,14.1,1.9,1.94,4.01,50.59,1.52,41.5
2002-04-30,18.4,29.9,7.35,13.55,2.2,45.34,11.57,13.79,33.67,2.41,34.51,47.24,9,13.4,73.7,10.5,28.4,14.3,1.86,1.94,3.99,51.11,1.51,41.67
2002-05-01,18.5,30.46,7.35,12.75,2.2,45.37,11.86,13.97,33.95,2.58,34.17,46.96,8.8,13.95,73.38,10.5,28.45,14.66,1.86,1.92,3.3,50.99,1.5,42
2002-05-02,18.63,30.41,7.35,13.05,2.3,45.97,11.33,14.01,34.38,2.69,34.75,47.4,9,13.33,72.5,10.64,29.15,15.39,1.86,1.92,3.5,50.88,1.52,41.66
2002-05-03,18.65,30.01,7.35,12.8,2.29,45.87,11.56,14,34.26,2.67,34.92,47.42,9.1,12.71,71.8,10.59,29.52,15.61,1.9,1.92,3.53,49.58,1.51,41.28
2002-05-06,18.6,29.74,7.52,11.16,2.18,45.44,11.59,14.5,33.63,2.75,34.57,47.22,8.65,12.24,70.28,10.31,29.51,14.82,1.82,1.95,3.47,46.56,1.47,41
2002-05-07,18.63,29.19,7.49,11.45,2.25,45.01,11.21,14.25,33.2,2.65,34.86,47.42,8.79,11.9,71.15,10.45,29.6,15,1.83,2.13,3.45,47.1,1.53,40.4
2002-05-08,18.7,29.66,7.5,12.41,2.35,45,12.14,14.4,33.35,2.6,35.31,47.58,9.13,13.5,71.66,10.25,29.97,15.22,1.82,2.35,3.6,48.64,1.51,40.21
2002-05-09,18.72,29.37,7.5,11.92,2.16,44.71,12.21,13.88,33,2.6,34.98,47.26,8.75,13.11,70.15,10.5,29.4,14.89,1.8,2.8,3.45,47.76,1.5,39.8
2002-05-10,18.75,29.06,7.5,10.89,2.26,44.45,11.97,13.39,32.81,2.45,34.72,46.49,8.62,12.99,69.32,10.75,29.68,14.85,1.8,2.73,3.45,46.5,1.53,39.13
2002-05-13,18.77,29.6,7.5,10.62,2.7,44.53,11.87,13.5,33.17,2.45,34.5,46.68,8.35,13,69.75,10.55,29.54,14.85,1.83,2.75,3.21,46.21,1.49,39.27
2002-05-14,18.56,29.65,7.46,12.08,2.42,45.38,12.6,13.41,33.09,2.5,35.3,46.97,8.53,13.57,73,10.22,29.35,15.61,1.83,2.85,3.13,46.6,1.47,40
2002-05-15,18.5,29.47,7.64,11.86,2.24,45.12,12.86,13.53,33.15,2.51,36.07,46.99,8.63,13.53,73.1,10.5,29.65,15.51,1.9,2.65,3.09,48,1.46,40.06
2002-05-16,18.59,30.06,7.47,11.91,2.54,45.3,12.73,13.62,33.15,2.5,36.27,46.26,8.31,13.25,73.55,10.5,28.85,15.88,1.83,2.26,3.17,48.45,1.46,39.7
2002-05-17,18.41,30.05,7.47,12,2.45,45.27,12.83,13,33.34,2.5,36.5,46.13,8.49,13.36,77.75,10.47,28.8,15.9,1.87,2.51,3.1,49.24,1.48,40.1
2002-05-20,18.52,29.65,7.47,11.12,2.32,46.17,12.5,13,33.2,2.35,36.22,46.55,8.15,12.96,77.62,10.44,28.77,15.18,1.89,2.75,3.15,47.62,1.44,39.55
2002-05-21,18.37,29.92,7.45,11.33,2.17,46.7,13,12.35,32.9,2.35,35.81,46.26,8.02,12.59,75.9,10.33,28.65,15.49,1.82,2.75,3.38,47.74,1.45,39.31
2002-05-22,18.35,29.82,7.45,10.99,2.3,47.68,12.7,11.98,32.99,2.49,36.36,46.31,8.15,12.76,75.99,10.25,28.85,14.8,1.9,2.8,3.18,46.55,1.44,39.42
2002-05-23,18.36,30.44,7.07,11,2.31,47.25,12.7,11.65,33.65,2.45,36.68,46.56,8.06,12.35,76.24,10.43,29.7,15.4,1.9,2.75,3.23,47.32,1.42,40.44
2002-05-24,18.33,31.3,7.07,11.02,2.5,46.91,12.85,11.6,33.5,2.45,36.25,46.26,7.95,12.65,75.12,10,29.2,15.82,1.95,2.75,3.1,47.06,1.44,40.6
2002-05-28,18.43,31.04,6.62,11,2.45,46.73,12.52,11.5,33.7,2.54,36.3,45.44,7.87,12.27,73.93,10.23,29.58,14.1,2.02,2.55,3.3,46.25,1.42,40.12
2002-05-29,18.4,31.85,6.97,11.56,2.19,46.5,12.7,11.66,34.16,2.5,36.31,45.61,7.75,12,72.99,10.3,29.5,14.98,2.3,2.62,3.05,46.52,1.45,39.95
2002-05-30,18.4,32,6.7,11.46,2.1,46.9,12.05,11.62,34.4,2.45,36.02,45.59,7.45,11.95,72.83,10.49,29.78,13.97,2.35,2.85,3.06,46.2,1.44,39.5
2002-05-31,18.55,32.16,6.99,11.21,2.16,46.8,10.9,11.24,34.31,2.46,36.55,45.55,7.83,11.85,75,10.38,29.25,13.9,2.55,2.79,3.02,46.46,1.41,39.26
2002-06-03,18.65,31.77,6.9,11.11,2.09,45.91,10.82,11.1,34.67,2.58,36.02,44.62,7.21,11.48,73.56,10.4,29,14.15,2.75,2.5,3,45.54,1.38,38.4
2002-06-04,18.9,31.22,6.9,11.4,2.06,46.2,10.21,10.25,34.81,3.06,35.74,44.44,7.6,11.59,72.7,10.5,29,13.99,2.7,2.5,3.06,44.42,1.38,37.82
2002-06-05,19.02,32.23,7.01,10.11,2.1,45.15,10.75,10.95,34.74,3.18,36.03,43.82,7.36,11.31,74.97,10.5,28.74,13.89,2.62,2.47,3.07,44.73,1.43,37.45
2002-06-06,19.14,31.7,7.01,9.96,2.2,44.08,10.61,10.65,34.57,3.2,36.17,42.4,7.48,10.87,72.9,10.41,28.01,14.53,2.62,2.38,3.05,44.21,1.44,36.45
2002-06-07,19.1,32.02,7.25,10.2,2.29,44.25,10.44,10.88,34.59,3.2,36.23,42.24,7.3,10.81,73.83,10.45,28.09,14.39,2.7,2.32,3.08,44.78,1.49,37.52
2002-06-10,19.05,32.91,7.84,10.03,2.25,44.49,10.77,10.9,34.73,3.1,36.14,42.82,7.3,10.71,75,10.62,28.01,14.89,2.6,2.39,2.91,45.12,1.45,37.71
2002-06-11,19.13,31.83,8.2,9.6,1.93,45.08,10.26,10.9,34.7,2.73,36,42.65,7.6,10.13,74.25,10.8,28.06,14.22,2.39,2.35,2.5,44.08,1.36,36.3
2002-06-12,19.14,31.65,8.49,10.18,2.1,45.58,10.41,10.9,34.86,2.4,36.15,43.04,7.43,9.65,74.48,11.29,28.4,14.35,2.35,2.55,2.49,44.77,1.34,36.08
2002-06-13,19.13,30.75,7.6,9,2.1,45.87,10.41,10.76,34.7,2.54,36.01,42.58,7.89,9.5,72.27,10.75,28.25,14.35,2.32,2.49,2.41,43.39,1.36,35.11
2002-06-14,19.2,30.55,7.32,8.79,2,43.5,10.89,10.5,34.7,2.4,35.1,43.02,7.4,9.53,71.95,10.5,28,14.3,2.3,2.48,2.76,43.27,1.35,35.36
2002-06-17,19.31,31.32,7.5,8.29,2.39,42.8,10.7,10.22,34.98,2.6,36.2,43.7,7.39,9.92,73.73,10.51,28.83,14.51,2.3,2.46,2.8,44.77,1.35,36.69
2002-06-18,19.69,31.89,7.5,7.7,2,43.33,10.71,10.29,34.82,2.65,36.31,44.15,7.3,9.44,73.62,10.97,29.05,14.5,2.2,2.55,2.92,45,1.32,36.68
2002-06-19,19.91,31.5,6.9,7.6,1.91,43.65,10.49,10.58,34.67,2.7,36.12,43.45,7.5,9.31,73.71,11.14,28.44,15.05,2.24,2.55,3,44.42,1.29,36.22
2002-06-20,19.95,30.89,7.86,7.41,2,44.15,10.53,10.25,34.8,2.7,35.97,43.19,7.75,8.55,72.02,11.14,29.01,15.65,2.29,2.48,2.85,43.65,1.29,35.3
2002-06-21,19.99,30.62,6.99,7.46,1.95,45.1,10.56,10.3,34.8,2.87,35.9,44.31,8,8.3,70.77,11.1,29.45,16.1,2.3,2.58,2.85,43.17,1.28,35.96
2002-06-24,19.83,30.17,7.24,7.23,2,44.52,5.69,10.57,34.58,2.55,35.45,43.39,8.64,8.05,69.7,11.4,29.21,15.75,2.24,2.59,2.75,43.54,1.26,35.48
2002-06-25,19.94,30.08,7.75,7.08,1.75,43.95,6.34,10.72,35.05,2.56,35.5,43.05,8.21,7.94,68.5,10.78,29,15.71,2.5,2.5,2.62,43.25,1.33,34.81
2002-06-26,18.9,30.11,7.94,7.29,1.75,43.25,6.77,10.83,33.6,2.56,35.26,42.72,7.65,7.78,69.82,11.4,29,16.01,2.35,2.36,2.6,42.75,1.33,34.1
2002-06-27,19.1,31.42,7.94,7.6,1.99,43.55,6.9,10.97,33.6,2.75,35.46,42.71,7.3,8.48,71.56,11.75,29.81,15.7,2.49,2.57,2.64,44.4,1.35,35.01
2002-06-28,19.2,32,8.18,8.34,2.02,44.64,7,11.16,32.85,2.56,34.87,42.55,7.5,8.92,70.08,13.16,28.75,15.05,2.35,2.58,2.59,44.7,1.4,35.77
2002-07-01,19.11,30.81,8,6.93,1.9,43.98,6.39,10.89,32.4,2.31,33.63,43.47,7.26,8.83,70.1,12.26,30.03,14.6,2.36,2.59,2.53,44.1,1.31,35.4
2002-07-02,19.38,30.4,7.45,7.01,1.7,42.95,5.94,10,32.11,2.4,33,42.88,7.05,8.24,68.3,11.95,29.48,14.55,2.3,2.5,2.21,43.42,1.31,34.21
2002-07-03,19.33,30.12,7.4,3.4,1.7,42.7,5.99,9.95,31.41,2.35,32.4,41.99,7.1,8.17,70.26,11.75,28.74,15.5,2.5,2.1,2.25,42.43,1.3,33.7
2002-07-05,19.49,31.17,7.4,3.9,1.71,42.95,6,10.2,31.6,2.3,33.53,42.18,7.19,8.58,72.44,11.95,29.14,16.01,2.35,2.42,2.44,44.88,1.25,34.44
2002-07-08,19.7,31.11,6.76,4.21,1.71,42.64,6,9.91,31.6,2.16,32.39,41.69,7.1,8.11,72.5,12.42,29.41,16.01,2.5,2.52,2.53,44.12,1.3,34.71
2002-07-09,19.4,30.6,8.25,3.65,2.5,40.95,6.33,9.89,31.25,2.2,31.5,40.55,7.06,8.05,71.12,13.18,28.94,16,2.21,2.59,2.5,42.7,1.31,34.15
2002-07-10,19.34,29.66,7.98,3.41,2.15,39.58,6.23,9.75,30.95,2.48,30.7,39.31,7.15,8.1,70.05,12.84,27.63,14.76,2.39,2.7,2.4,40.92,1.3,33.6
2002-07-11,18.9,30.3,7.98,4.03,2.07,40.65,6.2,9.55,30.69,2.25,30.4,40.08,7.21,8.56,69.2,13.05,27.45,14.3,2.37,2.79,2.35,41.8,1.26,33.68
2002-07-12,19.09,30.03,7.98,4.12,1.92,39.26,6.16,9.79,30.82,2.48,30.01,39.15,7.2,8.39,66.99,12.9,27.14,14.31,2.5,2.89,2.08,41.69,1.23,34
2002-07-15,18.7,29.33,7.98,3.75,1.91,40.35,6.13,9.82,30.5,2.2,30.69,40.11,6.99,8.63,67.45,13,27.26,14.1,2.4,2.7,2.11,41.63,1.15,33.8
2002-07-16,18.25,28.76,7.98,3.85,2.01,39.26,6.22,9.87,31.06,2.2,30.26,39.08,6.89,8.08,65.24,12.5,26.88,14.25,2.4,2.7,2.15,42.2,1.11,33.2
2002-07-17,18.25,27.99,7.98,4,2.3,38.82,6.89,10.47,31,2,30.27,39,7.1,7.9,63.21,12.56,27,14.35,2.43,2.75,2.12,42.58,1.09,32.76
2002-07-18,18.5,26.65,7,3.75,2.26,37.47,6.75,10.4,30.4,2.01,30.05,38.39,6.99,7.48,63,12.57,26.7,14.6,2.25,2.71,2.29,40.85,1.14,31.52
2002-07-19,18.35,25.47,7.05,3.53,2.26,35.96,6.88,10.08,30,2.04,28.86,37.39,6.88,7.25,59.56,12.54,25.75,14.1,2.25,2.6,2.64,39.2,1.18,32.55
