"x"
10073.4
10172.14
10259.74
10197.05
10150.55
10094.09
10067.86
9987.53
9891.42
9924.15
9712.27
9850.04
9771.85
9713.8
9730.96
9796.07
9840.08
9865.75
9618.24
9762.86
9920
9687.09
9685.43
9653.39
9625.44
9744.24
9884.78
9863.74
9989.67
10001.99
9903.04
9745.14
9941.17
9834.68
9968.15
10145.71
10115.26
10127.58
10106.13
10368.86
10586.82
10433.41
10574.29
10525.37
10572.49
10611.24
10632.35
10501.85
10517.14
10607.23
10577.75
10635.25
10501.57
10479.84
10427.67
10281.67
10353.36
10426.91
10403.94
10362.7
10313.71
10198.29
10235.17
10271.64
10249.08
10208.67
10381.73
10176.08
10190.82
10093.67
10301.32
10220.78
10205.28
10257.11
10136.43
10089.24
10030.43
10035.06
9910.72
9819.87
9946.22
10059.63
10091.87
10006.63
9808.04
9836.55
10141.83
10037.42
9939.92
10109.66
10298.14
10243.68
10289.21
10353.08
10229.5
10105.71
10157.88
10216.08
10104.26
9981.58
9923.04
9911.69
9925.25
9709.79
9687.84
9796.8
9624.64
9589.67
9645.4
9517.26
9617.71
9502.8
9474.21
9687.42
9706.12
9561.57
9431.77
9253.79
9281.82
9126.82
9120.11
9269.92
9243.26
9109.79
9007.75
9054.97
9379.5
9274.9
9096.09
8813.5
8801.53
8684.53
8639.19
8473.11
8542.48
8409.49
8019.26
7784.58
7702.34
8191.29
8186.31
8264.39
8711.88
8680.03
8736.59
8506.62
8313.13
8043.63
8274.09
8456.15
8712.02
8745.45
8688.89
8482.39
8743.31
8818.14
8778.06
8990.79
8872.07
8957.23
9053.64
8872.96
8919.01
8824.41
8694.09
8670.99
8663.5
8308.05
8425.12
8283.7
8427.2
8519.38
8602.61
8581.17
8379.41
8312.69
8380.18
8207.55
8172.45
7942.39
7986.02
7872.15
7683.13
7841.82
7997.12
7701.45
7591.93
7938.79
7755.61
7717.19
7528.4
7422.84
7501.49
7286.27
7533.95
7850.29
7877.4
8255.68
8036.03
8275.04
8322.4
8538.24
8450.16
8494.27
8317.34
8443.99
8368.04
8368.94
8427.41
8397.03
8517.64
8571.6
8678.27
8771.01
8586.24
8537.13
8358.95
8386
8398.49
8542.13
8579.09
8486.57
8474.78
8623.01
8845.15
8804.84
8849.4
8676.42
8931.68
8896.09
8862.57
8742.93
8737.85
8623.28
8645.77
8473.41
8574.26
8589.14
8538.4
8433.71
8627.4
8535.39
8447.35
8364.8
8511.32
8493.29
8448.11
8432.61
8303.78
8332.85
8341.63
8607.52
8601.69
8773.57
8740.59
8595.31
8776.18
8784.89
8785.98
8842.62
8723.18
8697.87
8586.74
8442.9
8318.73
8369.47
8131.01
7989.56
8088.84
8110.71
7945.13
8053.81
8109.82
8013.29
7985.18
7929.3
7864.23
7920.11
7843.11
7758.17
7749.87
7908.8
8041.15
8000.6
7914.96
8018.11
7858.24
7909.5
7806.98
7884.99
7891.08
7837.86
7704.87
7775.6
7673.99
7740.03
7568.18
7524.06
7552.07
7821.75
7859.71
8141.92
8194.23
8265.45
8286.6
8521.97
8214.68
8280.23
8229.88
8201.45
8145.77
7992.13
8069.86
8285.06
8240.38
8277.15
8300.41
8298.92
8197.94
8221.33
8203.41
8351.1
8402.36
8257.61
8337.65
8328.9
8484.99
8515.66
8440.04
8306.35
8471.61
8502.99
8480.09
8454.25
8582.68
8531.57
8588.36
8560.63
8491.22
8604.6
8726.73
8679.25
8647.82
8713.14
8678.97
8493.39
8491.36
8516.43
8594.02
8601.38
8781.35
8793.12
8711.18
8850.26
8897.81
8922.95
9038.98
9041.3
9062.79
8980
9054.89
9183.22
9196.55
9117.12
9318.96
9323.02
9293.8
9179.53
9200.75
9072.95
9109.85
9011.53
9079.04
8989.05
8985.44
9040.95
9142.84
9070.21
9216.79
9223.09
9156.21
9036.04
9119.59
9177.15
9128.97
9094.59
9050.82
9188.15
9096.69
9158.45
9194.24
9112.51
9284.57
9266.51
9204.46
9200.05
9233.8
9153.97
9186.04
9036.32
9061.74
9126.45
9191.09
9217.35
9310.06
9271.76
9310.56
9321.69
9412.45
9428.9
9397.51
9423.68
9348.87
9317.64
9340.45
9333.79
9374.21
9415.82
9523.27
9568.46
9587.9
9503.34
9586.29
9507.2
9420.46
9459.76
9471.55
9448.81
9567.34
9545.65
9659.13
9644.82
9535.41
9576.04
9425.51
9343.96
9313.08
9380.24
9275.06
9469.2
9487.8
9572.31
9594.98
9654.61
9630.9
9680.01
9674.68
9764.38
9812.98
9803.05
9791.72
9721.79
9777.94
9747.64
9598.24
9613.13
9582.46
9608.16
9748.31
9774.53
9786.61
9801.12
9858.46
9838.83
9820.83
9856.97
9809.79
9756.53
9737.79
9848.83
9837.94
9768.68
9710.83
9624.16
9690.46
9619.42
9628.53
9747.79
9763.94
9779.57
9782.46
9899.05
9853.64
9873.42
9930.82
9862.68
9965.27
9923.42
9921.86
10008.16
10042.16
10022.82
10129.56
10145.26
10248.08
10278.22
10338
10341.26
10305.19
10324.67
10450
10425.04
10453.92
10409.85
10544.07
10538.66
10529.03
10592.44
10458.89
10485.18
10427.18
10538.37
10553.85
10600.51
10528.66
10623.62
10623.18
10568.29
10702.51
10609.92
10468.37
10510.29
10488.07
10499.18
10505.18
10470.74
10495.55
10593.03
10579.03
10613.85
10737.7
10694.07
10627.85
10714.88
10671.99
10664.73
10619.03
10609.62
10566.37
10601.62
10580.14
10583.92
10678.14
10591.48
10593.11
10588
10595.55
10529.48
10456.96
10296.89
10128.38
10240.08
10102.89
10184.67
10300.3
10295.78
10186.6
10064.75
10063.64
10048.23
10218.82
10212.97
10329.63
10381.7
10357.7
10373.33
10470.59
10558.37
10570.81
10480.15
10442.03
10515.56
10381.28
10377.95
10397.46
10451.97
10437.85
10314.5
10317.27
10461.2
10472.84
10444.73
10478.16
10342.6
10272.27
10225.57
10314
10317.2
10310.95
10241.26
10117.34
9990.02
10019.47
10045.16
10010.74
10012.87
9906.91
9968.51
9937.71
9937.64
9966.74
9958.43
10117.62
10109.89
10205.2
10188.45
10202.65
10262.97
10195.91
10242.82
10391.08
10432.52
10368.44
10410.1
10334.73
10380.43
10379.58
10377.52
10416.41
10371.47
10395.07
10479.57
10443.81
10371.84
10357.09
10413.43
10435.48
10334.16
10282.83
10219.34
10240.29
10171.56
10213.22
10238.22
10247.59
10208.8
10163.16
10139.78
10094.06
10149.07
10046.13
10050.33
9962.22
9961.92
10085.14
10117.07
10129.24
10139.71
10179.16
10120.24
10126.51
9963.03
9815.33
9814.66
9944.67
9938.32
9814.59
9825.35
9954.55
9972.83
10083.15
10040.82
10110.14
10073.05
10098.63
10181.74
10173.41
10195.01
10122.52
10173.92
10168.46
10290.28
10260.2
10341.16
10313.36
10289.1
10313.07
10314.76
10318.16
10231.36
10244.49
10284.46
10204.89
